label,tweet
positive,BACK IN BLACK by AC/DC was no.1 in the UK album charts on 18 August 1980
positive,AC/DC will win #rock1000 with Thunderstruck! Has not won before but come 2nd at least once! @therockfm
negative,"Red Sox game I have tickets to tonight may get rained out, same with AC/DC concert tomorrow night. Somebody give me some good news..."
positive,Fuck it. Closed the job down early to grab a flight to Boston for AC/DC concert tomorrow. Ride the highs of free money yo. #LookoutBoston
negative,Promised to take my niece to AC/DC tomorrow.  Soooo not in the mood now.
positive,"@GoldenBrookss @hab4lyf73  Right now, don't have any for the weekend. By Tuesday heading to AC/DC concert and then NYC!"
neutral,@senatorjohn You going to AC/DC tomorrow night? #RockOrBustWorldTour
positive,"@ericfisher @cbsboston Eric, how is the weather for the AC/DC concert tomorrow night at Gillette looking?"
positive,Surprising my mom with AC/DC tickets for Wednesday. Just going to show up
positive,Sitting 14th row for AC/DC tonight!! Let's go!
positive,Still can't believe I'm going to see AC/DC tomorrow
positive,Having dinner with @maysoonzayid to plan 12th annual  NY Arab American comedy festival and AC/DC walked in. But couldn't get a photo
positive,"@JakeAReid planning on AC/DC live in Moncton? Coming up sooner than later, in Montreal on the 31st. At the big ""O""."
positive,"Angus Young's cap flew off six songs into AC/DC's set on Saturday at Gillette Stadium, but the guitarist didn't... http://t.co/36PHufBywo"
positive,"I just realized I'm seeing AC/DC tomorrow. Holy shit, I've waited nearly a year for this!"
positive,"This time tomorrow AC/DC will be melting my fucking face off along with 82,000 other faces. #acdc #MetLife"
positive,I can't even begin to tell you how excited I am to go see AC/DC tomorrow http://t.co/APSkCbG9Wx
positive,The day sure snaps awake when your 1st tune is Back in Black by AC/DC !! Good Wednesday #HR !! #HRMusicShare #HRPositive
positive,Totally just got reminded I'm going to see AC/DC on the 20th!!! Wooo!!!
neutral,Tweets about AC/DC establish Ashley Madison hack suspect - The hacker behind the recent Ashley Madison leak may ha... http://t.co/8RKJTKhya2
neutral,Is there anyone going for AC/DC concert on Nov?
positive,Just turned on my @pandora_radio and got The Ronettes followed by AC/DC. I just might survive Thursday if this keeps up.
positive,For sale: one general admission ticket to AC/DC at Downsview Park on September 10th. You will have the pleasure of... http://t.co/jUDNkNCerg
positive,We're excited to announce that AC/DC tribute band Big Jack will take the main stage at Fall Jam on Sunday September 27th!
positive,Alex Theriault: AC/DC!! John and Holly are rockin'! All the way to Magnetic Hill to see AC/DC on September 5th!... http://t.co/tX2yciTzJH
positive,@AnthonyGermain bucket list tour to see AC/DC in Ottawa Thurs.  A friends first trip to ONT he's 52! (His bucket list) I will webcast ya!
neutral,Did a love of AC/DC just out the identity of Ashley Madison's hacker?: A love of AC/DC may have inadvertently ... http://t.co/NdfOqs0hIU
neutral,@adam_wadey remind her she was dancing to AC/DC last Sat night...
positive,"It's Friday night, at home sipping on some Crown Royal Whisky, listening to AC/DC, talking and tweeting with friends.   Life is good!"
neutral,"Fly on the Wall [Remaster] by AC/DC (CD, Jul-2003, Epic (USA)) http://t.co/0Ufz1Lv0x2 #music http://t.co/limP2KUfbU"
positive,I know more about AC/DC concerts than Angus Young probably remembers and I'm only getting to witness it live on Monday. I just
positive,@Hartleyjustin I'll be in LA sept 27 for AC/DC concert and staying at the Pink Palace. Will be n LA so will check the place out!
positive,"If AC/DC has a really successful show on Thursday, they will get a second show, that bumps one of the One Direction shows."
positive,Monday tiring you down? Pump it up with some AC/DC cover from the ladies night &amp; karaoke hosted by KJ &amp; DJ Martin... http://t.co/QvO1aJ2Azg
positive,Just remembered I'm going to see AC/DC this Thursday lol
positive,"AC/DC tonight...One Direction on saturday, lets get itttttt #BigOsBumping"
positive,@johnhancockcbc This is the field at TD Place as AC/DC gets ready to play on Thursday! @OttawaMorning http://t.co/3rptfPa8Vp
positive,Less than 24 hours to make your bid for the live auction of 2 tickets to the AC/DC concert this Thursday. Tickets... http://t.co/LUcZWoeheS
positive,Is anyone going to AC/DC at Ford field next Tuesday?
positive,Tickets to see AC/DC @downsviewpark on the 10th coming up on #JustASec http://t.co/DN1CZLoct5
positive,"Young or old, rock fan or not, you do not wanna miss AC/DC tomorrow #supershow http://t.co/SZEFg1j02n"
neutral,I've been left in the car park. May or may not be rocking out to AC/DC
positive,"This Friday! Start your Labor Day weekend with some Led Zeppelin, Aerosmith, Van Halen and AC/DC! LAVA Rock is... http://t.co/jobDSuOqti"
positive,"Strive Recreational Therapy has a few extra tickets for the AC/DC concert at Ford Field, Tues September 8th.... http://t.co/34lpoFLSZc"
positive,"In honour of the Big Show we'll play nothing but AC/DC tonight on our shop sound system. Then again, because of the Big Show we may not. ;)"
positive,"There's a couple here, the 3rd row from the stage, wearing a tux and long white dress... for AC/DC... Lol ok."
positive,"Burritos with my homegirl Darcy for lunch, hangs with @Signalnoise and MC Nauss tonight, AC/DC tomorrow and a long weekend. #winning"
positive,Is anyone else going to/interested in going to see AC/DC on Tuesday?
positive,It's cool outside and I've got AC/DC playing inside. This is how you adult on a Saturday night.
positive,@Sky1Ron can you get me back stage for AC/DC on Sept 25th???
positive,AC/DC is rocking out Perth's Domain Stadium in November... and we want you to be there!  Listen out for the cue... http://t.co/Ycra9z4MJn
positive,"Anxiously looking forward to AC/DC on Tuesday night with Bob Wilson, Kyle Wilson and Kelsey Suisse!  Who else is going???"
neutral,@GaryBailey23 the 3rd didn't have a sound track by AC/DC
positive,Fun week ahead...holiday today...AC/DC concert tomorrow and off to San Diego on Thursday for the Lions opener on Sunday...#funtimes
positive,AC/DC tomorrow at Ford Field. Someone is going to be tired on the second day of 6th grade. #butitshisfavoriteband \m/ \m/
positive,Only reason im excited for tomorrow is the AC/DC concert
negative,"My grandma ""despises"" me going to see an AC/DC concert tomorrow"
positive,Let's see... VaTech/OSU tonight AC/DC tomorrow night NFL kicks off Thursday 5:00 a.m. alarms every morning #startschoolyearoffwithnosleep!
positive,AC/DC tomorrow with @jamiscoates356 Idek if ill be going to school the next day tbh
positive,@nbauer10 yep AC/DC tonight at Ford Field then on a plane Thursday to San Diego...
positive,"I can't tell you how much I am looking forward to AC/DC concert with my son in December. Um...OK, I can. Lots."
positive,Let's get thru this Epic Tuesday with T.N.T. (AC/DC) by Carles Badal #np on #SoundCloud https://t.co/R96hlA1NaP #tuesday #aftertheholiday
negative,Guy I'm working with probably disappointed that I don't care he's going to see AC/DC tomorrow
negative,AC/DC is in Toronto tomorrow and I can't believe I'm gonna miss it
positive,I wanna go see AC/DC so bad on the 15th.
negative,A little worried about Amazon. The collection was meant to go up on Saturday but is still not available.
positive,@TheHumbleSage Thanks for sharing this course Gary. :) You may want to check out this blogpost on Amazon ML as well: http://t.co/OyOBwIfDaj
positive,"AMAZON. This amazing company sells anything available under the sun, including ""Cloud"". Absolute disruption."
positive,"Amazon to Release a $50 Tablet   Amazon plans to release a $50 tablet with a 6-inch  September 8, 2015 http://t.co/pMn4qxYB1d Cool Tech!!!"
positive,"I've just listed this book for sale on Amazon. This is the 3rd edition, revised, of a thorough, 410-page... http://t.co/Q1S6KoFDiY"
negative,May all the items saved for later in your Amazon basket increase in price #moderncurses
neutral,@VesperAkiri The item may be sold by a number of sellers or Amazon directly which could change delivery estimations. Do you have a link? ^KW
positive,"Also, The Forsaken Comedy is free until Friday!  Pick up From Hell with Love and the sequels from Amazon http://t.co/oWLap47lZ7"
positive,Out October 1 on Amazon US &amp; UK. (Thanks for the heads up @thatkiddjoe!) #MockingjayPart2 https://t.co/L83F32XlOl
positive,Nice. The Man in the High Castle will be on Amazon Instant on November 20th.
positive,Mending the Piggy Bank | 10 FREE Children's Kindle eBooks on Amazon (September 8 Roundup) http://t.co/rzKDbZUpBU
positive,"DEAL: Nexus 6 Drops to $349 at Best Buy Too: On Friday, Amazon cut the price of the Nexus 6 across the board b... http://t.co/RFBRJADxiy"
positive,"Good News: @Film_Movement will be releasing us in the US. VOD, iTunes and Amazon from Oct 2nd, DVD Dec 1st - all under a new title: AMOROUS"
neutral,I'm so bored in 2nd I just bought some stuff on Amazon
positive,"While software may be eating the world, Amazon appears to be eating everything. Amazon Prime will soon include free restaurant delivery."
positive,"Amazon may intro a 6-inch, $50 tablet - half the price of its current low-priced model, for the holiday season"
negative,Aw man!My pre-ordered Blu-Ray copy from Amazon doesn't get here until the 14th!I should have just gone to the store! https://t.co/86ng9gtUMJ
positive,"@TravellousWorld Nice to meet you on Twitter! Anything Amazon travel related you may need, we're here :) !"
positive,"When Apple brings games to AppleTV tomorrow, it will matter because unlike OUYA, Amazon. Razer, etc, Apple has 10's of millions of AppleTVs"
positive,"Yes, highly recommend ""Curiosity"" by Amanda - get it on Google Play, Amazon or other outlets.  https://t.co/B4sbFe14xO"
positive,"@BiteThePain I ordered it from Amazon, should have it by Friday."
neutral,@BritishGasHelp Hi guys I changed my tarif over to fix and reward sept 16 and it came with a Amazon voucher when will I receive this ?
positive,@SilentCoda @CobraOrlando @yankeejack I just ordered several mongoose from Amazon. They'll be on my doorstep tomorrow morning.
neutral,Umm I maybe spent more money than I should have today oops. Well hopefully the sphero Amazon order dosnt come until Friday at the very least
neutral,New Release September 9th which is the prequel to Complicated Love Affairs by Yolanda Dumas available on Amazon. http://t.co/wJSUQwE0t1
neutral,Amazon may sell $50 tablet with 6-inch screen during the Holiday Season http://t.co/bBGjtZ3MSb
positive,". @bzamayo I think you're right. Given Amazon's advances with Alexa Skills Kit and Echo, a 3rd party Siri API has got to be on the cards."
negative,ordered my back pack off of Amazon 3 weeks ago and it turns out they lost my package and school starts tomorrow #sick
neutral,Yuckiest Food in the Amazon due Thursday!
positive,Amazon may be cooking up a $50 tablet The Internet giant is reportedly working on new Fire tablets for the... http://t.co/yRmqFq3PxN
positive,"I want this. And yes, I'm playing on Amazon instead of reading for class tomorrow. Because my head is spinning. http://t.co/tCqn6T2KEv"
positive,#RT The 3rd book in The Viking's Apprentice series has been released. Amazon users get it here http://t.co/0pJjo6xXN7 #amreading
neutral,@Alex_Olney Was going to but then GAME had to go crazy whacko so I'll probably see if Amazon still has the amiibo ed. in stock tomorrow.
neutral,Anyone used @googleexpress? Not sure if $95 a year for next day is worth it. Think Amazon may have more choice. Cool to have option though.
positive,CNET Update - Amazon may be cooking up a $50 tablet  Oh My God! Welcome back @BridgetCarey I missed you so much!! http://t.co/kRWg3EQjez
positive,@scott_trudi @seanflanery You have to put it on your Easter list: Release date is April 5th 2016. You can preorder on Amazon.
positive,"Adventures of Thor,  Bath Time. 2nd  children's book coming soon to Amazon. It's about a cute beagle and bath time. http://t.co/gRhsRLeCZM"
neutral,Need S10 but will probably wait until around Black Friday since it would be just $10 in stores and on Amazon.
neutral,@_tomcc Amazon released it on Friday. It doesn't have in game music though. Is it suppose to?
positive,Amazon #PreOrder is #Live for Vivid!! Go Pre-Order your copy and have it on your kindle October 11th!  Amazon US:... http://t.co/ThdThD507V
neutral,@LikChan Nice! I have the bottom two! Where have you been getting yours? (I paid exorbitant Amazon 3rd party seller costs for Xenoblade)
positive,CINCH YOUR SADDLE is live on Amazon!  Only 99 cents until tomorrow evening.Thank you gift! http://t.co/J5t7LzjquS http://t.co/MOO1hUsmIQ
positive,@jurxssicpratt i just ordered one from Amazon it'll be here on Friday let's fucking rOLL
positive,"Somewhere, my mother just sat straight up in bed. ""Is that...a cowboy hat? ARE THERE BABIES INVOLVED?"" ::she desperately clicks on Amazon::"
negative,Well one $99 Amazon prime fiasco later my stuff for the game Friday is guaranteed to be here Thursday...I'm counting on u Amazon!
positive,Grady Harp - Top 100 Reviewer on Amazon gave my 1st #sophieandscottie book 4 stars and the 2nd book 5 stars. #chapterbooks #juvenilefiction
positive,Had this new planner on my wish list on Amazon.. Let's just say it's on the way and will be here Friday :)
positive,"there and I added quite a few items to my ""Wish List"" that they have on Amazon for items I may wanna purchase in the future)and earlier"
neutral,@eckoxsoldier For some reason Amazon app store had the update on the 5th or for some reason my mcpe updated to 0.12.1 back on the 5th!!!!!!
negative,Amazon's refusal to integrate nicely with the Android ecosystem may have been its undoing in the Fire phone market.  http://t.co/6mBZz0eazc
positive,Amazon is offering free two hour shipping or 7.99 one hour shipping. I'm going to have to try this out tomorrow.
negative,"Author: IF I've EVER reviewed your book, grab a screen cap NOW! Amazon may pull it down. http://t.co/jA1RTUZlBp http://t.co/hs0Lox27ez"
neutral,my uroboros tracking from amazon is different... i hope that means it's coming via the route that will make it in time for friday delivery!
negative,My Amazon package was supposed to be delivered today by 8pm. Guess that means I'll get it tomorrow before 8pm?
positive,ROSES ARE RED just received its 10th review on Amazon! DOUBLE DIGITS! :D... http://t.co/9Yo4yVnzSF
negative,"Damnit Amazon! When you say you're going to ship something on the 8th, I expect it to ship on the 8th!"
positive,; A; impulsively bought a docking station for my laptop 'cause I needed one and amazon said it would arrive tomorrow if I ordered now
positive,@auroretrav2014 ((I feel you may have a date with Amazon today!))
negative,@AmazonHelp You may please check my pending complaint with Amazon for which I write many emails and called customer care.
positive,New wish list on Amazon.  Hoping to get on @chaturbate tomorrow during the day ;) http://t.co/1PJi1AeCfY
negative,@Monomirror JELLY. Mine won't be here until Friday because Amazon are tight with shipping dates :(.
positive,I ordered a 64GB Nexus 6 from Amazon a couple days ago. It just shipped and should be here on Thursday!
neutral,"@MCPEsuggestions got Amazon last Thursday, got IOS last night but the update isn't showing in Google play store yet..."
positive,@adams0421 Thanks! Make sure you snag a copy from Amazon or your local shop so you're ready for issue 11 in November :)
negative,@VofEscaflowne this is the exact reason why I don't preorder Friday releases from Amazon. They always push it back to the Monday delivery.
neutral,"Spike Lee on his new project, Amazon's 1st theatrical film release #Chiraq ""Art can impact the world in a positive way and a negative way."""
positive,@mcelhearn Thems the breaks. I may have made more $ from the Fire Phone than Amazon did. ;)
positive,Email from Amazon this morning tells me the new @thebenshi book will arrive on Tuesday!  Looking forward to the #narrative on #science
neutral,"5 star SEO Author promotion page designed 2 help come up in the 1st page of search engine results, above Amazon &amp; SWs http://t.co/RtS3AWlyCB"
positive,Amazon Hiring Fair: $11.25 hr. with a shift differential - Free Transportation - Benefits September 10th 2015... http://t.co/DXSsyXcPD5
positive,amazon: http://t.co/bS0inFfjok Listen to ad free music online with Amazon Here http://t.co/9Y3QhDQVHB and sign up for free
positive,Can't wait! I'm so happy I can sub on Amazon to see it!  https://t.co/idkKtz2IGQ
neutral,"Wines of France was scheduled for publication tomorrow, but Amazon released it early. Look inside at http://t.co/Wle3SNe0Wl"
positive,"As Apple goes bigger/expensive on Tablets, I had a nice chat with @KatieGBurke about Amazon going smaller/cheaper https://t.co/HwE8yZ5Ul7"
positive,"Congratulations to Jessie, for winning the July/August challenge! A $250.00 gift card to Amazon! Great job Jessie!!! http://t.co/GN5ZeuWjD7"
negative,Amazon rainforest: Lungs of the world has lost a 10th of its trees in 5 decades http://t.co/Ox3QzWX65P
positive,Thats what I did with mine. I scoured Amazon for months and found a deal just like that and snatched it up so fast. https://t.co/QsooHxmirg
positive,"@Marnie_Riches just finished #thegirlwho pt2,Wow! just Wow! You got a date for part 3 yet? Amazon is saying March 16 but ad says October 15?"
negative,Trying to watch Any Given Sunday on Amazon Prime and there's big chunks of the film cut out
positive,"On the ball, @Amazon: 2 emails today announcing that Clarkson, Hammond and May are to make a series about cars for Amazon Prime! Who knew?"
positive,I have discovered that Bobby's World has unlimited streaming on Amazon Prime. I may or may not be watching it while I'm on the bike.
negative,Heads up: An important change to Amazon Prime effective August 1 will limit how you can share free P... http://t.co/BndStpoVJq @debtblag
negative,"I'm bummed with Amazon Prime right now. I ordered something and it was supposed to be delivered today, but it wasn't and I leave tomorrow :("
positive,@DailyJulianne But if I need a power adaptor that may be my next Amazon Prime buy tomorrow...tbh the luggage alone was stressful enough.
positive,"Amazon Prime summary: great if you order loads of stuff, Sunday delivery, home essentials with Now. Prime video is a nice bonus."
neutral,I just cried at the Amazon Prime advert with the boy in the Superman outfit. Wild Friday night
positive,Anyone seen these? Just stumbled across them on Amazon Prime. looks like I may have just planned out my Friday night. http://t.co/lqQtv9cLOI
positive,"Transparent is a good show, recommend it! On Amazon Prime though so if you don't have it you may have to locate another means of watching :P"
neutral,"@LadayKay @IMFletcher2 If you have Amazon Prime, it may be for you. Best Buy is dropping the cost of the Fire Stick, I hear."
positive,"@TADAMZZ Those are some big words, I'm hyped. I'm getting it tomorrow, Amazon Prime is a beautiful thing."
neutral,tfw the 2nd The Hunger Games movie is on Amazon Prime but not the 1st one I didn't watch
positive,Ahhhhh I'm getting a turntable tomorrow! Shouts to Amazon Prime one day shipping!
positive,"@BaltanII Risers will help for sure I think, just got a couple sets from Amazon Prime due tomorrow to see if I like them or go elsewhere"
positive,@AlanClayFilm Will do!  Hope you'll check out my 1st feature @SurvivingFamily on iTunes and Amazon Prime!
positive,Just in time since we are almost done with the Justified Series on Amazon Prime.  &lt;g&gt; https://t.co/P2mV963TuA
positive,@stephaniepratt Made in reality ordered from Amazon Prime - I'll have it tomorrow !!! Cant wait exciting timesxxxx
negative,I'm kind of confused why my Amazon Prime stuff that shipped today isn't coming until the 19th-24th. That's certainly not two days.
neutral,@beyonseh I have Amazon Prime which is supposed to be like 2-Day shipping but it says mine won't be here till next Tuesday :/
negative,Arriving Tuesday is decidedly the least Prime my Amazon Prime shipping has ever been. Wha happen?
positive,This is on Amazon Prime! Can't wait to see it tomorrow!  http://t.co/i2iqRNdF4V
positive,Related: spending my Saturday watching the original Man From U.N.C.L.E. on Amazon Prime because HOW HAVE I NOT DONE THIS BEFORE??????
positive,@KingsHillChat love Amazon Prime just placed an order and it will be here by lunchtime tomorrow. Great for impatient shoppers like me.
positive,Nice: @BrandRepublic 2nd spot in Amazon Prime's #TV #campaign shows next day delivery coming to rescue of a lame #dog http://t.co/8Blxhg0SV7
neutral,"Seeing as you have to be apart of Amazon Prime to watch certain shows, I may have to join to see the rest of The Man in the High Castle."
neutral,@misanthropester @go4abe 3rd Bass documentary going straight to Netflix and Amazon Prime
positive,Ordered pair of cardboard cutters Friday on Amazon Prime arrived at my house at 3:32 this morning. I trust the drivers are getting paid well
neutral,"I started #TheAmericans on Friday courtesy my vacationing cat-owning neighbors with Amazon Prime. Oops. Uh, I'm not paying Amazon myself."
negative,The ONE time we want to use the Amazon Prime streaming and it's down... grrr ruined my Sunday night! @AmazonUK
positive,"If you haven't seen @iambigbirdmovie from my husband @chadnwalker, catch it on Amazon Prime starting Sept 5th! http://t.co/gjOyPozJZT"
positive,"And lemme tell you why my Amazon Prime addiction is real. I COULD go to the store to purchase an umbrella, but Im online. Delivery tomorrow."
positive,"Yeah, that's pretty real. Amazon Prime is that crack! Hopefully it won't rain until they deliver it to you. Lol https://t.co/YRzygSrRky"
negative,Such a retard! Somehow managed to get another trial for Amazon Prime and I've forgot to cancel it for a 2nd time
negative,"Great, my cables have now been bumped from being delivered today to friday. Thanks Amazon Prime, really feeling the worth here."
positive,Did I miss something?  Just placed an order from Amazon Prime with free 2 day delivery and got a guaranteed date of Sunday?!?
neutral,I like testing Amazon Prime shipping so I don't order shit till 5:00 on a Friday to see if they can get it here by Saturday...
positive,Making sure I get the most use out of my Amazon Prime account is my Saturday morning ritual.
positive,Just got my The Great Unknown  download Free on Amazon Prime! Sounds great!!! @ThisIsRobThomas it  just may be my new favorite CD!
negative,"Yeah, I know it's Sunday delivery &amp; whatnot - and who else does that?! - but my Amazon Prime package is 3 and a half hours late... So far..."
positive,@HeatherSolos @gameofkittens Amazon Prime should have it here by Wednesday. Squee!
positive,*counts down the days until October 6th and blesses Amazon Prime shipping* @JillShalvis
neutral,I'm a sociologist with an Amazon Prime account; I also eat strawberries in December. I am the problem!
neutral,Amazon Prime now delivers alcohol to fuel your drunk online shopping: http://t.co/iYwzcSkJB5 said on Tuesday it... http://t.co/xyIpzYvwye
positive,"As he stared at his monitor, the decision to puchase Amazon Prime was suddenly an easy one for Steve Sarkisian https://t.co/pql6rXVmle"
neutral,Im in the mood to watch Next Friday but Netflix don't have it. Let me check on Amazon Prime
positive,@MrsAshRick I used Amazon Prime to get Harper a Pete the Cat shirt :) Wish she could have it in time for the Pete the Cat parade tomorrow.
neutral,"I don't have cable, so I'll catch up with Suits via Amazon Prime tomorrow."
positive,"@HurricaneDana If you have Amazon Prime, you can stream the first 2 seasons. I was hooked 1/2 way through the 1st ep."
negative,Finally broke down and got Amazon Prime and the delivery on my 1st purchase as a member is late. @amazon I was expecting better.
positive,"from September 2nd in Japan: Netflix, Amazon Prime Video + Hulu and all the other streaming services already operating. Which one to choose?"
positive,Sneaky Pete on Amazon Prime! Loved the 1st episode! #sneakypete https://t.co/uUuZac3g64
positive,Ordered some stuff off Amazon for the stream! should be here Saturday because of my free Amazon Prime trial that expires tomorrow.
positive,When you're sick of waiting for a book to come in from BN so you ask your husband to order it via Amazon Prime. Yup. Getting it Saturday.
positive,Treat yourself to TabletTV this Bank Holiday. Order today with Amazon Prime and you could have it tomorrow. http://t.co/WrSnRzLWI2
positive,Friday the 13th The Series is on Amazon Prime. See you all Monday
positive,Just had my 1st experience with Amazon Prime. Holy. Crackers. Amazing.
positive,Tonight I spent 20 minutes looking for someone with Amazon Prime so I could order a Ouija board for Friday without my mom finding out #adult
positive,"The 1st season of Hand of God, with @perlmutations, will be available 9/4 on Amazon Prime.  WTG @perlmutations!!! Loved you in Blacklist!"
neutral,Ship by region provision may augment Amazon Prime's two day shipping deal: http://t.co/79tuJxhAVw
positive,"Traveling just got a bit more pleasant for Amazon Prime subscribers. On Tuesday, the online retail giant announced&amp;nbsp;that it's now"
positive,"If you are a frequent flier, you may want to finally get that Amazon Prime membership... http://t.co/eHXGq4I85B via @UPROXX #Flying #Amazon"
negative,"Amazon Prime fucks me off so much, like you get really into something and then after like the 3rd season you have to pay. FUCK OFF."
positive,"2 days until #HandofGod arrives on Amazon Prime. We'll have a review for you tomorrow. Until then, here's a trailer: https://t.co/GX2dj7mTUe"
positive,Grocery delivery services Instacart and Amazon Prime Now to the test in this Does it Work Wednesday: http://t.co/530E2CKNZ1
neutral,@Lizzlie WHSmith I think? Or an Amazon Prime account would get it there by tomorrow
neutral,@darthgm a) I only just now found out about Force Friday what the hell. b) Amazon Prime those blasters.
negative,Yes that's right @BBC close down your best channel why don't you? You're not meant to be Netflix or Amazon Prime. https://t.co/lGjY1zGkaV
positive,Amazon Prime deliver on a Sunday...just saying...
positive,The new episode will be up on Friday but you can prepare by watching @Madonna dry her pits for free on Amazon Prime. http://t.co/PqzgM739gp
positive,See how cute she is on her day off? I spent my day off in my pjs watching the 1st season of Survivor on Amazon Prime http://t.co/wns6D1ZTiU
positive,"@strawbsoda I just got Amazon prime last night and ordered a new mouse pad, and it's gonna be here TOMORROW woo"
positive,@mwVme we've got a 2nd gen roku and really enjoy it. same here with Netflix and Amazon Prime
positive,"Judging by all the book-sized packages awaiting her arrival tomorrow, our local indie bookshop owner is an Amazon Prime member. #awkward"
positive,Dont be on Amazon Prime at night. Amazon Prime is the new Home Shopping Network.You mess around &amp; have 7 blenders at your door on Thursday.
negative,Amazon prime is literally a lie....I ordered a book LAST MONDAY &amp; it still isn't here. do better @amazon
positive,"For any Amazon Prime members, today is AMAZON PRIME DAY! Which is said to be bigger than Black Friday. If you are... http://t.co/jIZZ5tQyuq"
positive,"**If you love a great deal-- don't forget Amazon Prime Day is today!    They have ""Black Friday"" type deals.  I... http://t.co/Tp8LQYoLzG"
positive,It's AMAZON PRIME DAY  -- they say it's better than  BLACK FRIDAY so enjoy! http://t.co/sLkWG5d8fZ
positive,"It's Amazon Prime Day using the Autism Sprinter link, it's a new as good as getting deals on a Black Friday!!... http://t.co/1jOvC3C8zf"
negative,Amazon Prime Day is just like Black Friday if you only buy bulk protein powder and will-making software on Black Friday.
positive,"Today is ""Wishlist Wednesday!""  It also happens to be Amazon Prime Day...get to it: http://t.co/BRsTDbinPI"
positive,Amazon says it's offering more deals today than Black Friday. 8 tips for taking advantage of Amazon Prime Day: http://t.co/535p9N7iYj
positive,"Amazon Prime Day, July 15th All Day, One Day Only Lots of good deals, check it out #happyprimeday... http://t.co/C56fTxkj3E"
negative,"I was really excited for the Amazon Prime Day sale, but everything is garbage. Better than Black Friday my butt!"
negative,"Amazon Prime Day Disappoints Some Shoppers: Amazon Prime Day promised 24 hours with ""more deals than Black Fri... http://t.co/IC2k72pSXV"
positive,Amazon Prime Day is here! More deals that Black Friday! Check it out. http://t.co/XHQLLXiVq7
negative,"Amazon Prime Day its better than black friday if you are into buying useless crap. This ""sale"" isn't worth having Prime at all."
negative,Is it me ... Or is the Amazon Prime Day ... Sucks . I have yet to find a great Better than Black Friday Deal! Damn I was excited too!
positive,"WOOHOOO! They have released a list of the sneak peek deals for Amazon Prime Day tomorrow! Cheap Nikon Cameras,... http://t.co/iFxPpGGs8d"
negative,"This Amazon Prime Day thing is just like Black Friday, if you ignore the part where Amazon didn't put anything you want to buy on sale."
positive,It's #Wishlist Wednesday! Amazon Prime Day is in full force and CNET is keeping an updated list of the best deals. http://t.co/f5adaGJNMN
negative,"Is it just me, or is Amazon Prime Day less Black Friday and more your weird neighbor's garage sale?"
positive,"Happy 20th Birthday Amazon! Amazon Prime day is bigger than black friday! Support QCHF, save money, and feel... http://t.co/VQAymDOG8N"
positive,Amazon Prime Day is today-more deals than Black Friday. Eligible #AmazonSmile purchases earns us 0.5% when you shop https://t.co/rcF4T9Qmjp
neutral,24/7 Wall St- Was Amazon Prime Day a Dud?: Everybody was watching to gauge the impact of Wednesday's Amazon Pr... http://t.co/1AUaJhXUIA
positive,"Today only is Amazon Prime Day, which offers more deals than Black Friday! If you plan to shop, don't forget to... http://t.co/NAr3TbYeMd"
negative,"Amazon Prime Day disaster: 16 people who may never get over it: Amazon Prime Day, despi... http://t.co/rhQjPgJcaG http://t.co/uag8Lw1DTu"
positive,Tomorrow is Amazon Prime Day. FREE 30-day trial to take advantage of all the sales tomorrow. http://t.co/R0OFTOD50U
negative,"Amazon Prime day is pretty much a bust at this point. Black Friday, its up to you to save us."
positive,verge: Amazon Prime Day just outsold Black Friday http://t.co/BehdYR1U3m http://t.co/YkH7a6gWC4
neutral,Amazon Prime Day deals pose little Black Friday threat: A blue Selfie Stick Pro with 3-in-1 Bluetoo... http://t.co/CcVDOpXnHd #Bluetooth
positive,#TheVerge Amazon Prime Day is taking over Black Friday: Amazon has created its own holiday. The company just a... http://t.co/fonw146CDG
negative,"Amazon Prime Day: What all the fuss is about: Amazon's Prime Day promised massive deals rivaling Black Friday,... http://t.co/DUhXiEglXm"
negative,"Amazon Prime Day is to Black Friday, as a root canal is to Christmas Day.   The hype didn't live up to the delivery."
negative,"Amazon Prime Day is a bust. This was going to replace Black Friday? Now I feel justified in sleeping through ""sales."" #AmazonPrimeDay"
negative,"Where I truly believe Amazon failed for their Amazon Prime Day sale.... The moment they claimed it'd have ""Bigger deals than Black Friday"""
negative,Amazon Prime Day beats Black Friday says retailer Amazon Prime Day may have been an excuse for the retail... http://t.co/etdwgObjC2
negative,"Granted, I'm comparing it to giving birth to our 2nd kid, but I'll add my ""Well, that was anti-climactic"" to the pile re: Amazon Prime Day."
negative,"Well Amazon Prime Day kind of sucked, didn't it? I was hoping for much more. ""Bigger than Black Friday,"" huh?"
positive,"Amazon Prime Day is here! Members can get some amazing deals today, just like Black Friday! Please consider our... http://t.co/epRatK8H33"
positive,What have you scored today?   It's Amazon Prime Day ~ More Deals Than Black Friday! #HappyPrimeDay ----&gt; http://t.co/yKhWFKrvH3
negative,So Amazon Prime day got rained out right? Cause there's no way those deals rival Black Friday deals. When's the rain date?
positive,If you are one of the many shoppers out there wanting to take advantage of Amazon Prime Day today July 15 -... http://t.co/hbQaLKwDzV
negative,Was the Amazon Prime day a big hit? Well.. there's a #PrimeDayFail hashtag trending. at 5 our @PriceCBS8 reports on what may have gone wrong
negative,"Amazon Prime Day... tried to be Black Friday but realized it was, in fact, born white. #PrimeDayFail"
