label,tweet
positive,"['federal', 'reserve', 'stick', 'stimulus', 'federal', 'reserve', 'make', 'major', 'policy', 'change', 'wednesday', 'decide', 'stick', 'plan', 'st']"
neutral,"['go', 'saturday', 'night', 'planning', 'hook', 'greg', 'end', 'hook', 'shawn', 'instead', 'know', 'happen', 'okay']"
neutral,"['sell', 'ticket', 'ed', 'sheeran', 'september', 'miami', 'please', 'message', 'text', 'interested', 'asap']"
neutral,"['long', 'beach', 'state', 'may', 'good', 'shape', 'ncaa', 'tournament', 'miss', 'big', 'west', 'tournament', 'season', 'end', 'today']"
positive,"['best', 'day', 'life', 'fam', 'felt', 'like', 'slave', 'get', 'free', 'derrick', 'rise', 'pass', 'sat', 'maaan']"
positive,"['rt', 'love', 'artist', 'shawn', 'may']"
positive,"['feminist', 'manifesto', 'may', 'call', 'expose', 'one', 'flawless']"
positive,"['james', 'bay', 'radio', 'chris', 'evans', 'either', 'friday', 'next', 'think', 'next']"
positive,"['amaze', 'concert', 'tonight', 'jim', 'white', 'tcu', 'jazz', 'ensemble', 'faculty', 'jazz', 'combo', 'miss', 'tomorrow', 'night']"
negative,"['go', 'red', 'sox', 'game', 'tomorrow', 'monday', 'sad', 'right']"
neutral,"['thursday', 'night', 'spice', 'negril', 'football', 'thursday', 'food', 'drink', 'special', 'night', 'tom', 'brady', 'back', 'vs', 'ben', 'rothlesburger']"
negative,"['see', 'old', 'woman', 'move', 'away', 'sit', 'dw', 'deary', 'steal', 'handbag', 'infect', 'gay']"
positive,"['teen', 'wolf', 'thing', 'make', 'greattt']"
neutral,"['bernie', 'sander', 'news', 'collapse', 'corporate', 'press', 'cancer', 'truth', 'survivor']"
positive,"['asif', 'next', 'pretty', 'little', 'liars', 'episode', 'january', 'wait', 'long', 'halloween', 'episode', 'next', 'level', 'tho']"
positive,"['christian', 'news', 'christian', 'wilhelmsson', 'chippen', 'help', 'los', 'angeles', 'galaxy', 'may', 'worthy']"
neutral,"['candids', 'heading', 'chateau', 'marmont', 'west', 'hollywood', 'october']"
neutral,"['shawn', 'say', 'monday', 'add', 'extra', 'hour', 'work']"
neutral,"['read', 'admendment', 'thats', 'scotus', 'say', 'power', 'gay', 'marriage', 'lay', 'due', 'process', 'clause', 'equal', 'protection']"
positive,"['yesterday', 'recovery', 'swim', 'half', 'marathon', 'yoga', 'tomorrow', 'go', 'new', 'run', 'club']"
negative,"['rnc', 'afraid', 'carly', 'fiorina', 'call', 'rnc', 'earn', 'debate', 'stage']"
neutral,"['tomorrow', 'night', 'undertaker', 'finally', 'beat', 'brock', 'lesnar']"
neutral,"['india', 'v', 'west', 'indies', 'odi', 'dharamsala', 'ajinkya', 'rahane', 'oct', 'india', 'lose', 'wicket']"
neutral,"['sad', 'true', 'story', 'm', 'also', 'part', 'reason', 'cut', 'chicas', 'luv', 'netflix', 'chillin']"
positive,"['hey', 'girl', 'excite', 'see', 'new', 'jersey', 'shore', 'tomorrow']"
neutral,"['well', 'last', 'one', 'may', 'stop', 'lorax']"
positive,"['go', 'ihop', 'tomorrow', 'morning']"
neutral,"['watch', 'time', 'sam', 'mcbain', 'kiss', 'always', 'think', 'chemistry', 'michael', 'easton', 'burton']"
neutral,"['would', 'want', 'go', 'ed', 'sheeran', 'september', 'kylie']"
negative,"['lie', 'bucket', 'turd', 'clinton', 'foundation', 'may', 'take', 'money', 'gate', 'monsanto']"
neutral,"['word', 'gate', 'set', 'time', 'foo', 'fighter', 'show', 'thursday', 'thanks']"
neutral,"['panorama', 'crowd', 'stadium', 'last', 'night', 'metlife', 'august', 'via', 'insider']"
negative,"['nigga', 'grade', 'fight', 'high', 'school', 'even', 'deal']"
neutral,"['pottstown', 'pottsgrove', 'school', 'district', 'close', 'tuesday', 'due', 'hurricane']"
negative,"['carly', 'fiorina', 'seem', 'think', 'year', 'old', 'girl', 'give', 'hpv', 'vaccine', 'may', 'think', 'girl', 'michael', 'douglas']"
positive,"['new', 'fantastic', 'four', 'movie', 'bad', 'tomorrow', 'go', 'watch']"
neutral,"['late', 'upload', 'bear', 'game', 'sunday', 'georgia', 'dome']"
neutral,"['source', 'ethiopia', 'tell', 'de', 'gea', 'real', 'madrid', 'player', 'deal', 'complete', 'player', 'present', 'tomorrow']"
neutral,"['invite', 'expert', 'round', 'table', 'poland', 'representation', 'muslim', 'medium', 'organizer', 'keep', 'email', 'mr', 'prob', 'right']"
negative,"['im', 'go', 'fair', 'tomorrow', 'fuck', 'hahaha']"
neutral,"['josh', 'hamilton', 'fly', 'center', 'go', 'bottom', 'tie']"
neutral,"['oh', 'look', 'dustin', 'johnson', 'blow', 'lol', 'round', 'place', 'back']"
negative,"['dentist', 'may', 'lose', 'navy', 'job', 'saratoga', 'due', 'israel', 'tie', 'ask', 'case']"
positive,"['old', 'new', 'show', 'good', 'discipline', 'round', 'tonight', 'frankie', 'keep', 'cool', 'head']"
neutral,"['asiata', 'may', 'tough', 'time', 'det', 'run', 'still', 'lean', 'play', 'safe']"
negative,"['tell', 'med', 'fact', 'sat', 'dark', 'listen', 'david', 'bowie']"
neutral,"['play', 'apology', 'nirvana', 'album', 'utero', 'anniversary', 'remastered', 'itunes']"
positive,"['many', 'night', 'terra', 'nova', 'person', 'interest', 'american', 'horror', 'story', 'hot', 'damn', 'gonna', 'good', 'year']"
positive,"['perhaps', 'want', 'choice', 'hahaha', 'like', 'ben', 'amos']"
positive,"['go', 'see', 'magic', 'mike', 'xxl', 'may', 'single', 'best', 'decision', 'ever', 'make', 'life']"
neutral,"['bayern', 'lose', 'bayer', 'leverkusen', 'sunday', 'remain', 'top', 'table', 'allow', 'slip', 'one']"
neutral,"['april', 'dinner', 'jacksonville', 'tomorrow', 'night', 'milford', 'future', 'mr', 'milford']"
positive,"['work', 'minecraft', 'appease', 'great', 'one', 'may', 'rain', 'catnip', 'milk', 'upon']"
neutral,"['sunday', 'column', 'praveen', 'swami', 'yakub', 'small', 'time', 'smuggler']"
neutral,"['correction', 'tohoku', 'appear', 'mix', 'folder', 'encore', 'extra', 'stage', 'extra', 'stage']"
neutral,"['want', 'watch', 'paper', 'town', 'thursday', 'seriously', 'one', 'go']"
positive,"['day', 'happiness', 'star', 'war', 'day', 'may', 'force']"
neutral,"['report', 'romney', 'visit', 'sunday', 'part', 'last', 'minute', 'push', 'campaign', 'philly', 'suburbs']"
neutral,"['saw', 'ted', 'see', 'much', 'penis', 'masturbation', 'semen', 'since', 'time', 'sit', 'near', 'paul', 'reuben', 'matinee']"
neutral,"['fully', 'fund', 'back', 'february', 'campaign', 'promise', 'stop', 'amnesty']"
positive,"['hey', 'thank', 'much', 'help', 'moto', 'g', 'generation', 'delivery', 'expect', 'fri', 'aug', 'item', 'confirm']"
neutral,"['vma', 'drama', 'try', 'distract', 'u', 'sharknado', 'tomorrow']"
neutral,"['milan', 'c', 'ya', 'august', 'novi', 'sad', 'silicon', 'soul', 'fakir']"
positive,"['golden', 'sun', 'help', 'build', 'handheld', 'franchise', 'nintendo', 'isaac', 'deserve', 'spot']"
positive,"['barcelona', 'tomorrow', 'time', 'bring', 'tee', 'short']"
negative,"['fail', 'yet', 'customer', 'service', 'overnight', 'work', 'guess', 'microsoft', 'morning']"
neutral,"['iran', 'grip', 'drought', 'may', 'new', 'normal']"
positive,"['amy', 'schumer', 'jerry', 'seinfeld', 'headline', 'show', 'support', 'anniversary', 'baby', 'buggy', 'via']"
neutral,"['player', 'join', 'camp', 'ahead', 'friendly', 'game', 'nigeria', 'tuesday']"
positive,"['today', 'rahul', 'gandhi', 'may', 'ask', 'nothing', 'filler', 'day', 'ullukapathas', 'happy', 'diwali']"
neutral,"['kris', 'bryant', 'tie', 'game', 'opposite', 'field', 'homer']"
positive,"['haha', 'course', 'im', 'come', 'pick', 'milan', 'taylor', 'school', 'one', 'friday', 'prepared']"
neutral,"['super', 'eagle', 'visit', 'taifa', 'star', 'september']"
neutral,"['shawn', 'face', 'explain', 'picture']"
negative,"['gujarat', 'government', 'may', 'even', 'claim', 'quran', 'say', 'kill', 'muslim', 'reward']"
neutral,"['decide', 'want', 'spend', 'meet', 'bernie', 'sander', 'friday', 'atlanta']"
neutral,"['paul', 'dunne', 'amateur', 'since', 'bobby', 'jones', 'lead', 'hole']"
positive,"['one', 'thing', 'guarantee', 'monday', 'janet', 'jackson', 'worship', 'always']"
neutral,"['sat', 'still', 'saturday', 'clifton', 'high']"
neutral,"['david', 'wright', 'yet', 'another', 'tough', 'play', 'short', 'hop', 'easy', 'grab', 'phillies', 'head']"
positive,"['miss', 'bokampers', 'new', 'thursday', 'night', 'football', 'giant', 'vs', 'redskin', 'insane', 'food', 'drink', 'special', 'miami', 'dolphins', 'ticket', 'giveaway']"
positive,"['november', 'kurt', 'cobain', 'solo', 'album', 'release']"
positive,"['celebrity', 'big', 'emma', 'willis', 'casual', 'ahead', 'uk', 'v', 'usa', 'cbb', 'launch', 'month']"
neutral,"['linkedin', 'event', 'celebration', 'performing', 'art', 'television', 'film', 'theatre', 'fashion', 'november', 'room', 'e', 'st']"
positive,"['eat', 'four', 'hot', 'dog', 'watch', 'miss', 'usa', 'happy', 'sunday']"
positive,"['big', 'game', 'match', 'even', 'big', 'set', 'murray', 'simply', 'hold', 'please', 'andy']"
positive,"['hasan', 'eid', 'every', 'day', 'muslim', 'obeys', 'allah', 'celebration', 'ibn', 'rajab', 'report', 'hasan', 'may', 'allah', 'mercy']"
neutral,"['read', 'kim', 'kardashian', 'may', 'gestational', 'diabetes', 'via']"
neutral,"['saturday', 'night', 'fever', 'bee', 'gee', 'dance', 'john', 'travolta', 'hd', 'lyric']"
positive,"['tough', 'proposition', 'promote', 'ibm', 'machine', 'accessory', 'october', 'live', 'pretty', 'strong', 'point', 'superego', 'cannot', 'help', 'inasmuch', 'prom', 'vdzjs']"
positive,"['strong', 'hold', 'especially', 'give', 'showing', 'barnsley', 'seat', 'may']"
positive,"['finally', 'finish', 'presentation', 'tomorrow', 'midnight', 'without', 'aid', 'red', 'bull', 'grown']"
neutral,"['caitlyn', 'jenner', 'actually', 'world', 'ultimate', 'april', 'fool', 'joke']"
positive,"['home', 'new', 'england', 'california', 'average', 'temperature', 'quiet', 'nice', 'mo']"
negative,"['mad', 'tire', 'gotta', 'get', 'early', 'work', 'work', 'like', 'day', 'tomorrow', 'yet', 'still', 'wait', 'lol', 'smh']"
neutral,"['yall', 'shld', 'come', 'n', 'greensboro', 'nc', 'still', 'go', 'tomorrow', 'nite', 'fuk', 'w', 'u']"
neutral,"['gonna', 'brand', 'ask', 'think', 'chris', 'evans']"
neutral,"['video', 'endorse', 'kurt', 'cobain', 'go', 'minor', 'setting']"
positive,"['good', 'luck', 'pitch', 'battler', 'may', 'best', 'pitch', 'win']"
neutral,"['come', 'see', 'rest', 'boks', 'train', 'orlando', 'stadium', 'tomorrow']"
neutral,"['receiver', 'least', 'reception', 'cecil', 'short', 'average', 'ypc', 'behind', 'vincent', 'jackson']"
neutral,"['beat', 'kris', 'run', 'hr', 'starlin', 'castro', 'rbi', 'carlos', 'gonzalez', 'hr']"
positive,"['gotta', 'put', 'nirvana', 'shirt', 'hold', 'wednesday', 'guess', 'try', 'look', 'decent']"
negative,"['cheney', 'could', 'say', 'fault', 'classic', 'iran', 'start', 'nuke', 'program', 'jan']"
positive,"['saturday', 'rugby', 'day', 'game', 'umd', 'today', 'let', 'go', 'tarheel']"
negative,"['caltrain', 'catch', 'break', 'mt', 'train', 'strike', 'female', 'train', 'track', 'south', 'street']"
positive,"['crowd', 'finally', 'pop', 'john', 'cena', 'hour']"
positive,"['celebrate', 'halloween', 'friday', 'celebrate', 'weekend', 'night', 'frightfully', 'good']"
neutral,"['apparently', 'write', 'article', 'thingy', 'post', 'feb', 'completely', 'forget', 'cool']"
neutral,"['always', 'refers', 'person', 'call', 'rahul', 'gandhi', 'rahul', 'ko', 'kaise', 'bulayegi', 'janta', 'amethi', 'ppl', 'still', 'try', 'call']"
neutral,"['still', 'first', 'beer', 'fleetwood', 'mac', 'talk', 'directly', 'wall', 'speaker', 'auspicious', 'start', 'wednesday', 'evening']"
neutral,"['luxury', 'watch', 'jennifer', 'lawrence', 'amy', 'schumer', 'may', 'grace', 'red', 'carpet', 'dress', 'la']"
neutral,"['short', 'pancake', 'ihop', 'gotta', 'km']"
negative,"['sam', 'smith', 'come', 'sit', 'rave', 'guy']"
neutral,"['premiership', 'call', 'saturday', 'inbetweeners']"
positive,"['scene', 'brilliant', 'consider', 'originate', 'direct', 'ice', 'cube', 'write']"
neutral,"['get', 'ice', 'ice', 'cube', 'confuse', 'friday', 'new', 'jack', 'city']"
neutral,"['july', 'frank', 'album', 'still', 'yo']"
neutral,"['want', 'buy', 'moto', 'g', 'gen', 'change', 'mind', 'waitin', 'invite', 'oneplus']"
neutral,"['david', 'price', 'put', 'similar', 'production', 'next', 'year', 'season', 'hall', 'fame', 'pitcher']"
neutral,"['putrajaya', 'say', 'determine', 'recover', 'nfc', 'fund', 'kuala', 'lumpur', 'oct', 'putrajaya', 'say', 'today', 'via']"
positive,"['cant', 'wait', 'rock', 'apologize', 'one', 'republic', 'jesus', 'freak', 'dc', 'talk', 'tonight', 'gettin', 'redy', 'rock', 'sasabo', 'japan']"
negative,"['kane', 'may', 'rap', 'woman', 'thought', 'team', 'trade', 'fuck']"
positive,"['seriously', 'cannot', 'wait', 'see', 'josh', 'hamilton', 'play', 'monday', 'favorite', 'player', 'game']"
negative,"['one', 'source', 'google', 'one']"
positive,"['elton', 'seriously', 'know', 'make', 'morning', 'man', 'look', 'forward', 'tues', 'thurs', 'morning']"
neutral,"['madonna', 'make', 'first', 'appearance', 'hong', 'kong', 'february', 'arena']"
positive,"['series', 'finale', 'date', 'gossip', 'girl', 'december', 'say', 'cry', 'smile', 'h']"
neutral,"['john', 'xena', 'may', 'get', 'nose', 'broke', 'seth', 'rollins', 'obummer', 'nose', 'korean', 'bomb', 'go', 'break', 'nation', 'follow', 'back']"
negative,"['one', 'son', 'neighbor', 'lawyer', 'even', 'say', 'blood', 'thirsty', 'people', 'hang', 'yakub', 'tomorrow', 'last', 'night']"
neutral,"['last', 'london', 'book', 'swap', 'go', 'swimmingly', 'see', 'picture', 'read', 'blog']"
positive,"['win', 'tomorrow', 'get', 'another', 'shot', 'game', 'set', 'harvery', 'degrom', 'thor']"
positive,"['bad', 'dog', 'hot', 'dog', 'go', 'global', 'national', 'hot', 'dog', 'day', 'thursday', 'july', 'know', 'time', 'teach']"
positive,"['wow', 'august', 'release', 'day', 'gimme', 'galaxy', 'note']"
positive,"['much', 'last', 'season', 'esp', 'half', 'tho', 'love', 'jack', 'white', 'mick', 'jagger', 'arcade', 'fire', 'foo', 'fighter', 'amaze']"
neutral,"['uncharted', 'come', 'march', 'two', 'fancy', 'edition', 'choose']"
positive,"['true', 'dude', 'ying', 'yang', 'twin', 'play', 'green', 'tomorrow']"
negative,"['first', 'charlie', 'hebdo', 'thing', 'back', 'january', 'fuck', 'islamist', 'terrorist', 'shit', 'finally', 'gonna', 'bloody', 'end']"
negative,"['boko', 'haram', 'slit', 'throat', 'fisherman', 'near', 'lake', 'chad', 'boko', 'haram', 'insurgent', 'monday', 'slit', 'throat']"
positive,"['first', 'day', 'grade', 'buy', 'shirt', 'green', 'day', 'cover', 'roll', 'stone', 'magazine', 'still', 'still', 'love']"
neutral,"['world', 'music', 'festival', 'rock', 'city', 'saturday', 'next', 'day', 'hit', 'alameda', 'poster', 'day', 'lead']"
negative,"['hear', 'caitlyn', 'jenner', 'may', 'go', 'jail', 'guess', 'commit', 'manslaughter']"
neutral,"['glance', 'tv', 'w', 'see', 'john', 'kasich', 'sunday', 'show', 'mobilize', 'mich', 'militia', 'take', 'back', 'toledo', 'preoccupy']"
neutral,"['rousey', 'rising', 'benchwarmer', 'argue', 'call', 'ufc', 'santa', 'maria', 'sun']"
positive,"['blue', 'jays', 'josh', 'donaldson', 'deserve', 'al', 'mvp', 'sure', 'come', 'red', 'sox', 'fan', 'man', 'fun', 'watch']"
positive,"['happy', 'birthday', 'already', 'nov', 'korea', 'see', 'soon']"
positive,"['another', 'beautiful', 'day', 'hang', 'venice', 'beach']"
negative,"['foo', 'fighter', 'low', 'request', 'fan', 'sign', 'aug', 'omfg', 'next', 'show', 'ill', 'sign', 'say', 'let', 'die']"
neutral,"['style', 'sell', 'album', 'keep', 'change', 'topic', 'u', 'get', 'clock', 'right', 'u']"
positive,"['bust', 'baby', 'ply', 'feat', 'ishhh', 'grade', 'year', 'remind', 'ex', 'good', 'way', 'one', 'best', 'year']"
positive,"['watch', 'three', 'film', 'weekend', 'anna', 'kendrick', 'saturday', 'regret']"
neutral,"['frank', 'ocean', 'idk', 'im', 'go', 'make', 'tomorrow', 'pls', 'drop', 'album']"
neutral,"['want', 'dunkin', 'tomorrow', 'morning']"
positive,"['new', 'patch', 'ask', 'away', 'xbox', 'till', 'sit']"
neutral,"['megatron', 'list', 'doubtful', 'bench', 'lowe', 'arian', 'foster', 'score', 'big', 'thursday', 'night', 'give', 'pigeon', 'start']"
neutral,"['job', 'report', 'release', 'friday', 'kremlin', 'aka', 'bureau', 'labor', 'statistic', 'get', 'conspiracy', 'theory', 'ready']"
positive,"['dad', 'tell', 'really', 'want', 'go', 'see', 'final', 'destination', 'friday', 'wow']"
neutral,"['late', 'frank', 'gifford', 'reason', 'often', 'say', 'mundee', 'night', 'instead', 'monday', 'night']"
neutral,"['hahaha', 'may', 'b', 'logic', 'come', 'rahul', 'gandhi', 'joker', 'world', 'laugh', 'hahahah']"
positive,"['witness', 'impossible', 'hoverboard', 'become', 'reality', 'august', 'lexus', 'unveil']"
neutral,"['washington', 'wisconsin', 'gov', 'scott', 'walker', 'r', 'staunch', 'advocate', 'beef', 'security', 'southern', 'border', 'say', 'sunday', 'open']"
neutral,"['monday', 'hatha', 'yoga', 'chris', 'drop', 'give', 'bit', 'yang', 'balance', 'yin', 'room', 'helen', 'gabi']"
neutral,"['ru', 'host', 'miss', 'usa', 'party', 'sugar', 'cake', 'top', 'miss', 'america', 'ac', 'trip', 'contest', 'ur', 'fire', 'xtina']"
neutral,"['nigeria', 'friendly', 'ghana', 'may', 'card', 'super', 'eagle', 'black', 'star', 'may', 'come']"
neutral,"['ex', 'pm', 'tony', 'blair', 'hold', 'several', 'hour', 'talk', 'leader', 'ankara', 'thursday']"
neutral,"['would', 'anyone', 'wanna', 'go', 'ed', 'sheeran', 'concert', 'thursday', 'extra', 'ticket', 'like']"
neutral,"['dave', 'enter', 'cape', 'argus', 'pick', 'n', 'pay', 'cycle', 'tour', 'happen', 'sunday', 'march']"
positive,"['one', 'day', 'go', 'rebel', 'heart', 'tour', 'start', 'tomorrow', 'expect']"
neutral,"['rebecca', 'black', 'repeat', 'folk', 'friday', 'friday']"
positive,"['oi', 'taco', 'one', 'best', 'west', 'coast', 'award', 'san', 'diego', 'pb', 'san', 'francisco', 'mission', 'venice', 'beach', 'la']"
positive,"['st', 'patty', 'style', 'tonight', 'pear', 'pub', 'special', 'byob', 'pub', 'fun']"
positive,"['pres', 'dick', 'trumka', 'march', 'joe', 'biden', 'labor', 'day', 'parade', 'people', 'read', 'want', 'good', 'friend']"
neutral,"['ready', 'album', 'even', 'able', 'handle', 'niall', 'louis', 'tweet', 'yesterday', 'rumor']"
positive,"['taylor', 'swift', 'one']"
negative,"['berlusconi', 'impress', 'position', 'milan', 'table', 'expect', 'place', 'least']"
positive,"['fuck', 'everything', 'go', 'see', 'paper', 'town', 'tomorrow', 'nobody', 'ruin', 'day']"
positive,"['get', 'ticket', 'see', 'tomorrow', 'chris', 'levi', 'time']"
negative,"['carly', 'fiorina', 'may', 'try', 'get', 'sympathy', 'vote', 'woman', 'use', 'cancer', 'card']"
neutral,"['frank', 'ocean', 'may', 'completely', 'hoed', 'u', 'least', 'weeknd', 'make']"
neutral,"['saturday', 'night', 'album', 'listen']"
positive,"['foo', 'fighter', 'tonight', 'tomorrow', 'gonna', 'great', 'weekend', 'hope']"
neutral,"['wait', 'may', 'reconsider', 'decision', 'get', 'surface', 'pro', 'ipad', 'pro', 'come', 'stylus', 'pressure', 'sensitivity']"
neutral,"['look', 'like', 'do', 'kpop', 'guy']"
negative,"['play', 'new', 'bear', 'tomorrow', 'instead', 's', 'throw', 'one', 'mouldy', 'donuts', 'flat', 'bellamy', 'shitey', 'roulette', 'wheel']"
positive,"['rt', 'talk', 'melissa', 'mccarthy', 'happy', 'last', 'night', 'call', 'offer', 'role', 'bridesmaid']"
positive,"['happy', 'beyonce', 'may', 'day', 'fierce', 'fabulous']"
positive,"['minute', 'go', 'apple', 'event', 'live']"
negative,"['nsync', 'account', 'tweet', 'tomorrow', 'night', 'together', 'want', 'nsync', 'justin', 'jimmy']"
positive,"['play', 'sunday', 'bloody', 'sunday', 'nothing', 'best']"
neutral,"['divison', 'iii', 'offense', 'nation', 'v', 'best', 'team', 'play', 'saturday']"
negative,"['beyonce', 'need', 'new', 'sound', 'may', 'call', 'hat', 'real']"
negative,"['cameron', 'lose', 'telegraph', 'sun', 'support', 'tory', 'right', 'really', 'want', 'drowned', 'child', 'beach']"
neutral,"['ahead', 'last', 'week', 'budget', 'george', 'osborne', 'indicate', 'intend', 'relax', 'sunday', 'trading', 'law']"
positive,"['see', 'ant', 'man', 'expect', 'good', 'life', 'antz', 'bee', 'movie', 'may', 'bee', 'surprise']"
positive,"['caitlyn', 'jenner', 'may', 'become', 'woman', 'later', 'life', 'woman', 'bash', 'social', 'medium']"
neutral,"['time', 'wagner', 'v', 'curtis', 'game', 'friday']"
positive,"['tomorrow', 'big', 'day', 'see']"
positive,"['good', 'stream', 'tonight', 'back', 'mad', 'max', 'tomorrow', 'want', 'play', 'dawn', 'fackkk', 'see', 'tomorrow']"
neutral,"['head', 'bottom', 'east', 'coweta', 'north', 'cobb', 'rbi', 'hit', 'fence', 'push', 'run', 'lead']"
positive,"['ramcharan', 'upasana', 'get', 'tie', 'new', 'zanzeer', 'life', 'may', 'god', 'make', 'zanzeer', 'strong', 'strong', 'day', 'day']"
neutral,"['fund', 'type', 'ira', 'tap', 'another', 'many', 'people', 'may', 'good', 'idea']"
neutral,"['nice', 'safely', 'uk', 'able', 'report', 'hand', 'knowledge', 'saudi', 'war', 'attrocities', 'role']"
neutral,"['rabby', 'rumour', 'go', 'watch', 'paper', 'town', 'saturday', 'care', 'confirm']"
negative,"['gruesome', 'terrible', 'injury', 'marcus', 'lattimore', 'year', 'row', 'strong', 'injury', 'similar', 'mcgahee', 'fiesta', 'bowl']"
neutral,"['movie', 'milan', 'edge', 'tomorrow', 'tom', 'cruise', 'star', 'war']"
positive,"['say', 'surpass', 'bb', 'day', 'bcoz', 'xmas', 'holiday', 'forget', 'bb', 'benifited', 'eid', 'holiday']"
positive,"['ton', 'preseason', 'football', 'important', 'jay', 'game', 'david', 'price', 'mound', 'ideal', 'friday']"
neutral,"['un', 'jorit', 'mar', 'dala', 'zayun', 'watchman', 'wall', 'zion', 'doh', 'c', 'un']"
negative,"['heard', 'news', 'caitlyn', 'jenner', 'may', 'charge', 'manslaughter', 'expert', 'say', 'gender', 'effect', 'charge', 'seriously']"
neutral,"['today', 'beatles', 'history', 'april', 'paul', 'mccartney', 'meet', 'future', 'girlfriend', 'jane', 'asher', 'first', 'time']"
positive,"['austin', 'armacost', 'confirm', 'big', 'brother', 'mirror', 'reveal', 'austin', 'running', 'january']"
positive,"['epic', 'night', 'gonna', 'pay', 'tomorrow', 'raw', 'hit', 'newcastle']"
neutral,"['playstation', 'network', 'maintenance', 'october', 'service', 'go', 'offline', 'possibly', 'make', 'way', 'new', 'p', 'store']"
neutral,"['see', 'well', 'stone', 'saturday', 'lunch', 'time', 'chelsea', 'jump', 'ball', 'goal']"
neutral,"['rt', 'cop', 'new', 'straightstuntin', 'today', 'last', 'issue', 'dayum', 'detroit', 'model', 'know', 'come', 'u', 'want', 'b']"
positive,"['morning', 'nearly', 'afternoon', 'ireland', 'oh', 'good', 'morning']"
positive,"['hand', 'deliver', 'pizza', 'fan', 'wait', 'ga', 'line', 'concert', 'tomorrow', 'band', 'definition', 'awesome']"
positive,"['isntall', 'new', 'version', 'may', 'chance', 'mind']"
positive,"['oh', 'hahaha', 'post', 'worry', 'post', 'pict', 'tomorrow']"
positive,"['may', 'hard', 'believe', 'watch', 'contest', 'first', 'time']"
positive,"['alex', 'bleeker', 'freak', 'play', 'grateful', 'dead', 'song', 'sun', 'aug', 'noon', 'panhandle', 'stage']"
negative,"['frustrated', 'game', 'throne', 'episode']"
neutral,"['federal', 'judge', 'new', 'york', 'vacate', 'tom', 'suspension', 'brady', 'understandably', 'pleased', 'may', 'good', 'idea']"
positive,"['yoga', 'successfully', 'negotiate', 'hint', 'knee', 'collapse', 'meditation', 'today', 'tomorrow', 'one', 'well', 'theory']"
positive,"['charger', 'pre', 'season', 'game', 'seahawks', 'espn', 'thursday', 'pre', 'season', 'still', 'good', 'nfl', 'back', 'tv']"
neutral,"['obama', 'come', 'back', 'win', 'debate', 'romney', 'point', 'agi', 'new', 'york', 'agressive', 'barack', 'obama', 'forcefu']"
positive,"['find', 'sharknado', 'come', 'tomorrow', 'night', 'beyond', 'excited']"
neutral,"['guy', 'interview', 'paul', 'dunne', 'try', 'scare', 'round']"
positive,"['think', 'ben', 'affleck', 'played', 'schlubby', 'well', 'go', 'girl', 'may', 'give', 'russell', 'crowe', 'run', 'money', 'dept']"
neutral,"['leblanc', 'nominate', 'emmy', 'golden', 'globe', 'may', 'something']"
neutral,"['bernie', 'sander', 'hillary', 'clinton', 'camp', 'get', 'nervous', 'sander', 'chuckle', 'saturday', 'suggestion']"
neutral,"['murray', 'struggle', 'moment', 'think', 'come', 'strong', 'set', 'take', 'decider']"
negative,"['briana', 'act', 'like', 'u', 'wear', 'uniform', 'school', 'tomorrow', 'next', 'world', 'war']"
neutral,"['workshop', 'session', 'international', 'cloud', 'expo', 'diane', 'mueller', 'cloud', 'evangelist']"
positive,"['sleep', 'week', 'ttk', 'hour', 'stream', 'ttk', 'launch', 'kings', 'fall', 'raid', 'friday', 'night', 'yasss']"
positive,"['watch', 'tom', 'cruise', 'week']"
neutral,"['kendrick', 'except', 'talk', 'molly', 'say', 'live', 'mall', 'turnt']"
neutral,"['universal', 'may', 'survive', 'selfie', 'stick', 'invasion', 'must', 'face', 'sharknado']"
neutral,"['bing', 'crosby', 'david', 'bowie', 'sing', 'peace', 'earth', 'little', 'drummer', 'boy', 'head', 'day', 'november', 'go']"
positive,"['moto', 'g', 'gen', 'super', 'power', 'really', 'want', 'smartphone']"
negative,"['mad', 'vernon', 'davis', 'frank', 'gore', 'like', 'go', 'monday', 'night', 'tight', 'lol']"
neutral,"['beast', 'incarnate', 'brock', 'lesnar', 'call', 'ronda', 'rousey', 'super', 'freak', 'worry', 'may', 'remember']"
neutral,"['put', 'money', 'de', 'gea', 'real', 'madrid', 'player', 'time', 'wake', 'tomorrow']"
positive,"['pay', 'day', 'tomorrow', 'debate', 'cop', 'xbox', 'one']"
neutral,"['dtn', 'brazil', 'paper', 'town', 'book', 'read', 'see', 'movie', 'friday', 'paper', 'town', 'premie']"
neutral,"['hey', 'john', 'cena', 'hope', 'make', 'monday', 'night', 'raw', 'challenge', 'seth', 'rollins']"
negative,"['issue', 'occur', 'window', 'pc', 'device', 'sound', 'like', 'issue', 'may', 'windows']"
positive,"['today', 'wishlist', 'wednesday', 'also', 'happen', 'amazon', 'prime', 'day', 'get']"
neutral,"['worry', 'black', 'riot', 'see', 'lie', 'thin', 'crowd', 'ramlila', 'day', 'n']"
neutral,"['donate', 'homeless', 'guy', 'st', 'u', 'talk', 'let', 'u', 'judge', 'next', 'miss', 'america']"
